fecha,interes_trends,marca,categoria_producto,termino_busqueda
2021-09-01,44,Mango,zapatos,mango zapatos
2021-09-01,47,Massimo Dutti,pantalones,massimo dutti pantalones
2021-09-01,0,Massimo Dutti,tops,massimo dutti tops
2021-09-01,41,Massimo Dutti,vestidos,massimo dutti vestidos
2021-09-01,46,Massimo Dutti,zapatos,massimo dutti zapatos
2021-09-01,44,Shein,pantalones,shein pantalones
2021-09-01,26,Shein,tops,shein tops
2021-09-01,35,Shein,vestidos,shein vestidos
2021-09-01,32,Shein,zapatos,shein zapatos
2021-09-01,63,Zara,pantalones,zara pantalones
2021-09-01,35,Zara,tops,zara tops
2021-09-01,47,Zara,vestidos,zara vestidos
2021-09-01,44,Zara,zapatos,zara zapatos
2021-10-01,65,H&M,pantalones,h&m pantalones
2021-10-01,0,H&M,tops,h&m tops
2021-10-01,29,H&M,vestidos,h&m vestidos
2021-10-01,42,H&M,zapatos,h&m zapatos
2021-10-01,77,Mango,pantalones,mango pantalones
2021-10-01,29,Mango,tops,mango tops
2021-10-01,47,Mango,vestidos,mango vestidos
2021-10-01,54,Mango,zapatos,mango zapatos
2021-10-01,55,Massimo Dutti,pantalones,massimo dutti pantalones
2021-10-01,0,Massimo Dutti,tops,massimo dutti tops
2021-10-01,35,Massimo Dutti,vestidos,massimo dutti vestidos
2021-10-01,49,Massimo Dutti,zapatos,massimo dutti zapatos
2021-10-01,40,Shein,pantalones,shein pantalones
2021-10-01,34,Shein,tops,shein tops
2021-10-01,36,Shein,vestidos,shein vestidos
2021-10-01,35,Shein,zapatos,shein zapatos
2021-10-01,88,Zara,pantalones,zara pantalones
2021-10-01,41,Zara,tops,zara tops
2021-10-01,50,Zara,vestidos,zara vestidos
2021-10-01,47,Zara,zapatos,zara zapatos
2021-11-01,68,H&M,pantalones,h&m pantalones
2021-11-01,48,H&M,tops,h&m tops
2021-11-01,46,H&M,vestidos,h&m vestidos
2021-11-01,40,H&M,zapatos,h&m zapatos
2021-11-01,79,Mango,pantalones,mango pantalones
2021-11-01,45,Mango,tops,mango tops
2021-11-01,51,Mango,vestidos,mango vestidos
2021-11-01,48,Mango,zapatos,mango zapatos
2021-11-01,72,Massimo Dutti,pantalones,massimo dutti pantalones
2021-11-01,0,Massimo Dutti,tops,massimo dutti tops
2021-11-01,32,Massimo Dutti,vestidos,massimo dutti vestidos
2021-11-01,46,Massimo Dutti,zapatos,massimo dutti zapatos
2021-11-01,39,Shein,pantalones,shein pantalones
2021-11-01,35,Shein,tops,shein tops
2021-11-01,36,Shein,vestidos,shein vestidos
2021-11-01,36,Shein,zapatos,shein zapatos
2021-11-01,87,Zara,pantalones,zara pantalones
2021-11-01,41,Zara,tops,zara tops
2021-11-01,53,Zara,vestidos,zara vestidos
2021-11-01,43,Zara,zapatos,zara zapatos
2021-12-01,54,H&M,pantalones,h&m pantalones
2021-12-01,48,H&M,tops,h&m tops
2021-12-01,43,H&M,vestidos,h&m vestidos
2021-12-01,33,H&M,zapatos,h&m zapatos
2021-12-01,69,Mango,pantalones,mango pantalones
2021-12-01,63,Mango,tops,mango tops
2021-12-01,44,Mango,vestidos,mango vestidos
2021-12-01,41,Mango,zapatos,mango zapatos
2021-12-01,60,Massimo Dutti,pantalones,massimo dutti pantalones
2021-12-01,0,Massimo Dutti,tops,massimo dutti tops
2021-12-01,23,Massimo Dutti,vestidos,massimo dutti vestidos
2021-12-01,34,Massimo Dutti,zapatos,massimo dutti zapatos
2021-12-01,38,Shein,pantalones,shein pantalones
2021-12-01,28,Shein,tops,shein tops
2021-12-01,26,Shein,vestidos,shein vestidos
2021-12-01,26,Shein,zapatos,shein zapatos
2021-12-01,81,Zara,pantalones,zara pantalones
2021-12-01,54,Zara,tops,zara tops
2021-12-01,50,Zara,vestidos,zara vestidos
2021-12-01,36,Zara,zapatos,zara zapatos
2022-01-01,50,H&M,pantalones,h&m pantalones
2022-01-01,0,H&M,tops,h&m tops
2022-01-01,20,H&M,vestidos,h&m vestidos
2022-01-01,23,H&M,zapatos,h&m zapatos
2022-01-01,74,Mango,pantalones,mango pantalones
2022-01-01,18,Mango,tops,mango tops
2022-01-01,29,Mango,vestidos,mango vestidos
2022-01-01,41,Mango,zapatos,mango zapatos
2022-01-01,71,Massimo Dutti,pantalones,massimo dutti pantalones
2022-01-01,0,Massimo Dutti,tops,massimo dutti tops
2022-01-01,31,Massimo Dutti,vestidos,massimo dutti vestidos
2022-01-01,48,Massimo Dutti,zapatos,massimo dutti zapatos
2022-01-01,44,Shein,pantalones,shein pantalones
2022-01-01,33,Shein,tops,shein tops
2022-01-01,24,Shein,vestidos,shein vestidos
2022-01-01,35,Shein,zapatos,shein zapatos
2022-01-01,79,Zara,pantalones,zara pantalones
2022-01-01,26,Zara,tops,zara tops
2022-01-01,35,Zara,vestidos,zara vestidos
2022-01-01,32,Zara,zapatos,zara zapatos
2022-02-01,44,H&M,pantalones,h&m pantalones
2022-02-01,49,H&M,tops,h&m tops
2022-02-01,29,H&M,vestidos,h&m vestidos
2022-02-01,31,H&M,zapatos,h&m zapatos
2022-02-01,61,Mango,pantalones,mango pantalones
2022-02-01,45,Mango,tops,mango tops
2022-02-01,46,Mango,vestidos,mango vestidos
2022-02-01,46,Mango,zapatos,mango zapatos
2022-02-01,42,Massimo Dutti,pantalones,massimo dutti pantalones
2022-02-01,40,Massimo Dutti,tops,massimo dutti tops
2022-02-01,36,Massimo Dutti,vestidos,massimo dutti vestidos
2022-02-01,41,Massimo Dutti,zapatos,massimo dutti zapatos
2022-02-01,46,Shein,pantalones,shein pantalones
2022-02-01,54,Shein,tops,shein tops
2022-02-01,41,Shein,vestidos,shein vestidos
2022-02-01,51,Shein,zapatos,shein zapatos
2022-02-01,67,Zara,pantalones,zara pantalones
2022-02-01,45,Zara,tops,zara tops
2022-02-01,46,Zara,vestidos,zara vestidos
2022-02-01,39,Zara,zapatos,zara zapatos
2022-03-01,49,H&M,pantalones,h&m pantalones
2022-03-01,50,H&M,tops,h&m tops
2022-03-01,37,H&M,vestidos,h&m vestidos
2022-03-01,33,H&M,zapatos,h&m zapatos
2022-03-01,64,Mango,pantalones,mango pantalones
2022-03-01,59,Mango,tops,mango tops
2022-03-01,55,Mango,vestidos,mango vestidos
2022-03-01,55,Mango,zapatos,mango zapatos
2022-03-01,40,Massimo Dutti,pantalones,massimo dutti pantalones
2022-03-01,54,Massimo Dutti,tops,massimo dutti tops
2022-03-01,48,Massimo Dutti,vestidos,massimo dutti vestidos
2022-03-01,41,Massimo Dutti,zapatos,massimo dutti zapatos
2022-03-01,50,Shein,pantalones,shein pantalones
2022-03-01,62,Shein,tops,shein tops
2022-03-01,46,Shein,vestidos,shein vestidos
2022-03-01,56,Shein,zapatos,shein zapatos
2022-03-01,66,Zara,pantalones,zara pantalones
2022-03-01,56,Zara,tops,zara tops
2022-03-01,60,Zara,vestidos,zara vestidos
2022-03-01,49,Zara,zapatos,zara zapatos
2022-04-01,62,H&M,pantalones,h&m pantalones
2022-04-01,61,H&M,tops,h&m tops
2022-04-01,54,H&M,vestidos,h&m vestidos
2022-04-01,50,H&M,zapatos,h&m zapatos
2022-04-01,81,Mango,pantalones,mango pantalones
2022-04-01,80,Mango,tops,mango tops
2022-04-01,64,Mango,vestidos,mango vestidos
2022-04-01,76,Mango,zapatos,mango zapatos
2022-04-01,57,Massimo Dutti,pantalones,massimo dutti pantalones
2022-04-01,41,Massimo Dutti,tops,massimo dutti tops
2022-04-01,57,Massimo Dutti,vestidos,massimo dutti vestidos
2022-04-01,51,Massimo Dutti,zapatos,massimo dutti zapatos
2022-04-01,63,Shein,pantalones,shein pantalones
2022-04-01,75,Shein,tops,shein tops
2022-04-01,61,Shein,vestidos,shein vestidos
2022-04-01,72,Shein,zapatos,shein zapatos
2022-04-01,83,Zara,pantalones,zara pantalones
2022-04-01,72,Zara,tops,zara tops
2022-04-01,76,Zara,vestidos,zara vestidos
2022-04-01,61,Zara,zapatos,zara zapatos
2022-05-01,71,H&M,pantalones,h&m pantalones
2022-05-01,71,H&M,tops,h&m tops
2022-05-01,61,H&M,vestidos,h&m vestidos
2022-05-01,47,H&M,zapatos,h&m zapatos
2022-05-01,97,Mango,pantalones,mango pantalones
2022-05-01,100,Mango,tops,mango tops
2022-05-01,100,Mango,vestidos,mango vestidos
2022-05-01,72,Mango,zapatos,mango zapatos
2022-05-01,63,Massimo Dutti,pantalones,massimo dutti pantalones
2022-05-01,82,Massimo Dutti,tops,massimo dutti tops
2022-05-01,82,Massimo Dutti,vestidos,massimo dutti vestidos
2022-05-01,46,Massimo Dutti,zapatos,massimo dutti zapatos
2022-05-01,92,Shein,pantalones,shein pantalones
2022-05-01,100,Shein,tops,shein tops
2022-05-01,100,Shein,vestidos,shein vestidos
2022-05-01,84,Shein,zapatos,shein zapatos
2022-05-01,95,Zara,pantalones,zara pantalones
2022-05-01,100,Zara,tops,zara tops
2022-05-01,100,Zara,vestidos,zara vestidos
2022-05-01,57,Zara,zapatos,zara zapatos
2022-06-01,59,H&M,pantalones,h&m pantalones
2022-06-01,84,H&M,tops,h&m tops
2022-06-01,59,H&M,vestidos,h&m vestidos
2022-06-01,35,H&M,zapatos,h&m zapatos
2022-06-01,71,Mango,pantalones,mango pantalones
2022-06-01,84,Mango,tops,mango tops
2022-06-01,89,Mango,vestidos,mango vestidos
2022-06-01,55,Mango,zapatos,mango zapatos
2022-06-01,50,Massimo Dutti,pantalones,massimo dutti pantalones
2022-06-01,34,Massimo Dutti,tops,massimo dutti tops
2022-06-01,76,Massimo Dutti,vestidos,massimo dutti vestidos
2022-06-01,42,Massimo Dutti,zapatos,massimo dutti zapatos
2022-06-01,84,Shein,pantalones,shein pantalones
2022-06-01,92,Shein,tops,shein tops
2022-06-01,95,Shein,vestidos,shein vestidos
2022-06-01,76,Shein,zapatos,shein zapatos
2022-06-01,78,Zara,pantalones,zara pantalones
2022-06-01,85,Zara,tops,zara tops
2022-06-01,95,Zara,vestidos,zara vestidos
2022-06-01,45,Zara,zapatos,zara zapatos
2022-07-01,46,H&M,pantalones,h&m pantalones
2022-07-01,32,H&M,tops,h&m tops
2022-07-01,46,H&M,vestidos,h&m vestidos
2022-07-01,24,H&M,zapatos,h&m zapatos
2022-07-01,57,Mango,pantalones,mango pantalones
2022-07-01,60,Mango,tops,mango tops
2022-07-01,65,Mango,vestidos,mango vestidos
2022-07-01,37,Mango,zapatos,mango zapatos
2022-07-01,41,Massimo Dutti,pantalones,massimo dutti pantalones
2022-07-01,47,Massimo Dutti,tops,massimo dutti tops
2022-07-01,60,Massimo Dutti,vestidos,massimo dutti vestidos
2022-07-01,31,Massimo Dutti,zapatos,massimo dutti zapatos
2022-07-01,68,Shein,pantalones,shein pantalones
2022-07-01,68,Shein,tops,shein tops
2022-07-01,74,Shein,vestidos,shein vestidos
2022-07-01,57,Shein,zapatos,shein zapatos
2022-07-01,60,Zara,pantalones,zara pantalones
2022-07-01,70,Zara,tops,zara tops
2022-07-01,73,Zara,vestidos,zara vestidos
2022-07-01,34,Zara,zapatos,zara zapatos
2022-08-01,31,H&M,pantalones,h&m pantalones
2022-08-01,46,H&M,tops,h&m tops
2022-08-01,31,H&M,vestidos,h&m vestidos
2022-08-01,21,H&M,zapatos,h&m zapatos
2022-08-01,43,Mango,pantalones,mango pantalones
2022-08-01,45,Mango,tops,mango tops
2022-08-01,51,Mango,vestidos,mango vestidos
2022-08-01,33,Mango,zapatos,mango zapatos
2022-08-01,23,Massimo Dutti,pantalones,massimo dutti pantalones
2022-08-01,34,Massimo Dutti,tops,massimo dutti tops
2022-08-01,45,Massimo Dutti,vestidos,massimo dutti vestidos
2022-08-01,31,Massimo Dutti,zapatos,massimo dutti zapatos
2022-08-01,57,Shein,pantalones,shein pantalones
2022-08-01,66,Shein,tops,shein tops
2022-08-01,58,Shein,vestidos,shein vestidos
2022-08-01,50,Shein,zapatos,shein zapatos
2022-08-01,51,Zara,pantalones,zara pantalones
2022-08-01,55,Zara,tops,zara tops
2022-08-01,68,Zara,vestidos,zara vestidos
2022-08-01,30,Zara,zapatos,zara zapatos
2022-09-01,56,H&M,pantalones,h&m pantalones
2022-09-01,0,H&M,tops,h&m tops
2022-09-01,30,H&M,vestidos,h&m vestidos
2022-09-01,33,H&M,zapatos,h&m zapatos
2022-09-01,61,Mango,pantalones,mango pantalones
2022-09-01,39,Mango,tops,mango tops
2022-09-01,50,Mango,vestidos,mango vestidos
2022-09-01,55,Mango,zapatos,mango zapatos
2022-09-01,40,Massimo Dutti,pantalones,massimo dutti pantalones
2022-09-01,0,Massimo Dutti,tops,massimo dutti tops
2022-09-01,43,Massimo Dutti,vestidos,massimo dutti vestidos
2022-09-01,43,Massimo Dutti,zapatos,massimo dutti zapatos
2022-09-01,70,Shein,pantalones,shein pantalones
2022-09-01,34,Shein,tops,shein tops
2022-09-01,44,Shein,vestidos,shein vestidos
2022-09-01,58,Shein,zapatos,shein zapatos
2022-09-01,75,Zara,pantalones,zara pantalones
2022-09-01,40,Zara,tops,zara tops
2022-09-01,50,Zara,vestidos,zara vestidos
2022-09-01,43,Zara,zapatos,zara zapatos
2022-10-01,46,H&M,pantalones,h&m pantalones
2022-10-01,34,H&M,tops,h&m tops
2022-10-01,27,H&M,vestidos,h&m vestidos
2022-10-01,39,H&M,zapatos,h&m zapatos
2022-10-01,74,Mango,pantalones,mango pantalones
2022-10-01,34,Mango,tops,mango tops
2022-10-01,44,Mango,vestidos,mango vestidos
2022-10-01,54,Mango,zapatos,mango zapatos
2022-10-01,51,Massimo Dutti,pantalones,massimo dutti pantalones
2022-10-01,0,Massimo Dutti,tops,massimo dutti tops
2022-10-01,30,Massimo Dutti,vestidos,massimo dutti vestidos
2022-10-01,43,Massimo Dutti,zapatos,massimo dutti zapatos
2022-10-01,66,Shein,pantalones,shein pantalones
2022-10-01,40,Shein,tops,shein tops
2022-10-01,35,Shein,vestidos,shein vestidos
2022-10-01,58,Shein,zapatos,shein zapatos
2022-10-01,77,Zara,pantalones,zara pantalones
2022-10-01,45,Zara,tops,zara tops
2022-10-01,42,Zara,vestidos,zara vestidos
2022-10-01,43,Zara,zapatos,zara zapatos
2022-11-01,51,H&M,pantalones,h&m pantalones
2022-11-01,0,H&M,tops,h&m tops
2022-11-01,36,H&M,vestidos,h&m vestidos
2022-11-01,35,H&M,zapatos,h&m zapatos
2022-11-01,88,Mango,pantalones,mango pantalones
2022-11-01,43,Mango,tops,mango tops
2022-11-01,44,Mango,vestidos,mango vestidos
2022-11-01,50,Mango,zapatos,mango zapatos
2022-11-01,59,Massimo Dutti,pantalones,massimo dutti pantalones
2022-11-01,0,Massimo Dutti,tops,massimo dutti tops
2022-11-01,29,Massimo Dutti,vestidos,massimo dutti vestidos
2022-11-01,44,Massimo Dutti,zapatos,massimo dutti zapatos
2022-11-01,70,Shein,pantalones,shein pantalones
2022-11-01,38,Shein,tops,shein tops
2022-11-01,39,Shein,vestidos,shein vestidos
2022-11-01,59,Shein,zapatos,shein zapatos
2022-11-01,91,Zara,pantalones,zara pantalones
2022-11-01,41,Zara,tops,zara tops
2022-11-01,49,Zara,vestidos,zara vestidos
2022-11-01,41,Zara,zapatos,zara zapatos
2022-12-01,60,H&M,pantalones,h&m pantalones
2022-12-01,56,H&M,tops,h&m tops
2022-12-01,49,H&M,vestidos,h&m vestidos
2022-12-01,38,H&M,zapatos,h&m zapatos
2022-12-01,88,Mango,pantalones,mango pantalones
2022-12-01,76,Mango,tops,mango tops
2022-12-01,44,Mango,vestidos,mango vestidos
2022-12-01,50,Mango,zapatos,mango zapatos
2022-12-01,55,Massimo Dutti,pantalones,massimo dutti pantalones
2022-12-01,0,Massimo Dutti,tops,massimo dutti tops
2022-12-01,25,Massimo Dutti,vestidos,massimo dutti vestidos
2022-12-01,41,Massimo Dutti,zapatos,massimo dutti zapatos
2022-12-01,56,Shein,pantalones,shein pantalones
2022-12-01,35,Shein,tops,shein tops
2022-12-01,34,Shein,vestidos,shein vestidos
2022-12-01,46,Shein,zapatos,shein zapatos
2022-12-01,99,Zara,pantalones,zara pantalones
2022-12-01,60,Zara,tops,zara tops
2022-12-01,57,Zara,vestidos,zara vestidos
2022-12-01,40,Zara,zapatos,zara zapatos
2023-01-01,44,H&M,pantalones,h&m pantalones
2023-01-01,0,H&M,tops,h&m tops
2023-01-01,19,H&M,vestidos,h&m vestidos
2023-01-01,25,H&M,zapatos,h&m zapatos
2023-01-01,67,Mango,pantalones,mango pantalones
2023-01-01,30,Mango,tops,mango tops
2023-01-01,29,Mango,vestidos,mango vestidos
2023-01-01,37,Mango,zapatos,mango zapatos
2023-01-01,55,Massimo Dutti,pantalones,massimo dutti pantalones
2023-01-01,0,Massimo Dutti,tops,massimo dutti tops
2023-01-01,27,Massimo Dutti,vestidos,massimo dutti vestidos
2023-01-01,46,Massimo Dutti,zapatos,massimo dutti zapatos
2023-01-01,60,Shein,pantalones,shein pantalones
2023-01-01,37,Shein,tops,shein tops
2023-01-01,31,Shein,vestidos,shein vestidos
2023-01-01,44,Shein,zapatos,shein zapatos
2023-01-01,82,Zara,pantalones,zara pantalones
2023-01-01,24,Zara,tops,zara tops
2023-01-01,33,Zara,vestidos,zara vestidos
2023-01-01,32,Zara,zapatos,zara zapatos
2023-02-01,43,H&M,pantalones,h&m pantalones
2023-02-01,0,H&M,tops,h&m tops
2023-02-01,18,H&M,vestidos,h&m vestidos
2023-02-01,11,H&M,zapatos,h&m zapatos
2023-02-01,56,Mango,pantalones,mango pantalones
2023-02-01,34,Mango,tops,mango tops
2023-02-01,37,Mango,vestidos,mango vestidos
2023-02-01,35,Mango,zapatos,mango zapatos
2023-02-01,35,Massimo Dutti,pantalones,massimo dutti pantalones
2023-02-01,0,Massimo Dutti,tops,massimo dutti tops
2023-02-01,32,Massimo Dutti,vestidos,massimo dutti vestidos
2023-02-01,30,Massimo Dutti,zapatos,massimo dutti zapatos
2023-02-01,54,Shein,pantalones,shein pantalones
2023-02-01,48,Shein,tops,shein tops
2023-02-01,37,Shein,vestidos,shein vestidos
2023-02-01,53,Shein,zapatos,shein zapatos
2023-02-01,59,Zara,pantalones,zara pantalones
2023-02-01,29,Zara,tops,zara tops
2023-02-01,36,Zara,vestidos,zara vestidos
2023-02-01,28,Zara,zapatos,zara zapatos
2023-03-01,44,H&M,pantalones,h&m pantalones
2023-03-01,50,H&M,tops,h&m tops
2023-03-01,30,H&M,vestidos,h&m vestidos
2023-03-01,29,H&M,zapatos,h&m zapatos
2023-03-01,77,Mango,pantalones,mango pantalones
2023-03-01,63,Mango,tops,mango tops
2023-03-01,58,Mango,vestidos,mango vestidos
2023-03-01,54,Mango,zapatos,mango zapatos
2023-03-01,45,Massimo Dutti,pantalones,massimo dutti pantalones
2023-03-01,38,Massimo Dutti,tops,massimo dutti tops
2023-03-01,43,Massimo Dutti,vestidos,massimo dutti vestidos
2023-03-01,36,Massimo Dutti,zapatos,massimo dutti zapatos
2023-03-01,81,Shein,pantalones,shein pantalones
2023-03-01,66,Shein,tops,shein tops
2023-03-01,57,Shein,vestidos,shein vestidos
2023-03-01,77,Shein,zapatos,shein zapatos
2023-03-01,73,Zara,pantalones,zara pantalones
2023-03-01,53,Zara,tops,zara tops
2023-03-01,61,Zara,vestidos,zara vestidos
2023-03-01,43,Zara,zapatos,zara zapatos
2023-04-01,53,H&M,pantalones,h&m pantalones
2023-04-01,0,H&M,tops,h&m tops
2023-04-01,44,H&M,vestidos,h&m vestidos
2023-04-01,37,H&M,zapatos,h&m zapatos
2023-04-01,88,Mango,pantalones,mango pantalones
2023-04-01,85,Mango,tops,mango tops
2023-04-01,73,Mango,vestidos,mango vestidos
2023-04-01,62,Mango,zapatos,mango zapatos
2023-04-01,45,Massimo Dutti,pantalones,massimo dutti pantalones
2023-04-01,72,Massimo Dutti,tops,massimo dutti tops
2023-04-01,49,Massimo Dutti,vestidos,massimo dutti vestidos
2023-04-01,45,Massimo Dutti,zapatos,massimo dutti zapatos
2023-04-01,100,Shein,pantalones,shein pantalones
2023-04-01,84,Shein,tops,shein tops
2023-04-01,67,Shein,vestidos,shein vestidos
2023-04-01,100,Shein,zapatos,shein zapatos
2023-04-01,83,Zara,pantalones,zara pantalones
2023-04-01,77,Zara,tops,zara tops
2023-04-01,70,Zara,vestidos,zara vestidos
2023-04-01,59,Zara,zapatos,zara zapatos
2023-05-01,50,H&M,pantalones,h&m pantalones
2023-05-01,48,H&M,tops,h&m tops
2023-05-01,37,H&M,vestidos,h&m vestidos
2023-05-01,29,H&M,zapatos,h&m zapatos
2023-05-01,79,Mango,pantalones,mango pantalones
2023-05-01,81,Mango,tops,mango tops
2023-05-01,65,Mango,vestidos,mango vestidos
2023-05-01,53,Mango,zapatos,mango zapatos
2023-05-01,43,Massimo Dutti,pantalones,massimo dutti pantalones
2023-05-01,79,Massimo Dutti,tops,massimo dutti tops
2023-05-01,45,Massimo Dutti,vestidos,massimo dutti vestidos
2023-05-01,35,Massimo Dutti,zapatos,massimo dutti zapatos
2023-05-01,90,Shein,pantalones,shein pantalones
2023-05-01,83,Shein,tops,shein tops
2023-05-01,67,Shein,vestidos,shein vestidos
2023-05-01,92,Shein,zapatos,shein zapatos
2023-05-01,81,Zara,pantalones,zara pantalones
2023-05-01,71,Zara,tops,zara tops
2023-05-01,74,Zara,vestidos,zara vestidos
2023-05-01,42,Zara,zapatos,zara zapatos
2023-06-01,54,H&M,pantalones,h&m pantalones
2023-06-01,66,H&M,tops,h&m tops
2023-06-01,37,H&M,vestidos,h&m vestidos
2023-06-01,24,H&M,zapatos,h&m zapatos
2023-06-01,67,Mango,pantalones,mango pantalones
2023-06-01,88,Mango,tops,mango tops
2023-06-01,63,Mango,vestidos,mango vestidos
2023-06-01,39,Mango,zapatos,mango zapatos
2023-06-01,42,Massimo Dutti,pantalones,massimo dutti pantalones
2023-06-01,80,Massimo Dutti,tops,massimo dutti tops
2023-06-01,51,Massimo Dutti,vestidos,massimo dutti vestidos
2023-06-01,31,Massimo Dutti,zapatos,massimo dutti zapatos
2023-06-01,93,Shein,pantalones,shein pantalones
2023-06-01,83,Shein,tops,shein tops
2023-06-01,69,Shein,vestidos,shein vestidos
2023-06-01,76,Shein,zapatos,shein zapatos
2023-06-01,86,Zara,pantalones,zara pantalones
2023-06-01,75,Zara,tops,zara tops
2023-06-01,74,Zara,vestidos,zara vestidos
2023-06-01,35,Zara,zapatos,zara zapatos
2023-07-01,32,H&M,pantalones,h&m pantalones
2023-07-01,0,H&M,tops,h&m tops
2023-07-01,32,H&M,vestidos,h&m vestidos
2023-07-01,20,H&M,zapatos,h&m zapatos
2023-07-01,49,Mango,pantalones,mango pantalones
2023-07-01,53,Mango,tops,mango tops
2023-07-01,53,Mango,vestidos,mango vestidos
2023-07-01,28,Mango,zapatos,mango zapatos
2023-07-01,33,Massimo Dutti,pantalones,massimo dutti pantalones
2023-07-01,41,Massimo Dutti,tops,massimo dutti tops
2023-07-01,46,Massimo Dutti,vestidos,massimo dutti vestidos
2023-07-01,28,Massimo Dutti,zapatos,massimo dutti zapatos
2023-07-01,81,Shein,pantalones,shein pantalones
2023-07-01,61,Shein,tops,shein tops
2023-07-01,68,Shein,vestidos,shein vestidos
2023-07-01,58,Shein,zapatos,shein zapatos
2023-07-01,60,Zara,pantalones,zara pantalones
2023-07-01,49,Zara,tops,zara tops
2023-07-01,61,Zara,vestidos,zara vestidos
2023-07-01,27,Zara,zapatos,zara zapatos
2023-08-01,26,H&M,pantalones,h&m pantalones
2023-08-01,43,H&M,tops,h&m tops
2023-08-01,19,H&M,vestidos,h&m vestidos
2023-08-01,16,H&M,zapatos,h&m zapatos
2023-08-01,40,Mango,pantalones,mango pantalones
2023-08-01,37,Mango,tops,mango tops
2023-08-01,41,Mango,vestidos,mango vestidos
2023-08-01,27,Mango,zapatos,mango zapatos
2023-08-01,19,Massimo Dutti,pantalones,massimo dutti pantalones
2023-08-01,35,Massimo Dutti,tops,massimo dutti tops
2023-08-01,31,Massimo Dutti,vestidos,massimo dutti vestidos
2023-08-01,22,Massimo Dutti,zapatos,massimo dutti zapatos
2023-08-01,54,Shein,pantalones,shein pantalones
2023-08-01,45,Shein,tops,shein tops
2023-08-01,55,Shein,vestidos,shein vestidos
2023-08-01,54,Shein,zapatos,shein zapatos
2023-08-01,46,Zara,pantalones,zara pantalones
2023-08-01,39,Zara,tops,zara tops
2023-08-01,41,Zara,vestidos,zara vestidos
2023-08-01,23,Zara,zapatos,zara zapatos
2023-09-01,36,H&M,pantalones,h&m pantalones
2023-09-01,0,H&M,tops,h&m tops
2023-09-01,17,H&M,vestidos,h&m vestidos
2023-09-01,23,H&M,zapatos,h&m zapatos
2023-09-01,58,Mango,pantalones,mango pantalones
2023-09-01,35,Mango,tops,mango tops
2023-09-01,34,Mango,vestidos,mango vestidos
2023-09-01,43,Mango,zapatos,mango zapatos
2023-09-01,31,Massimo Dutti,pantalones,massimo dutti pantalones
2023-09-01,33,Massimo Dutti,tops,massimo dutti tops
2023-09-01,31,Massimo Dutti,vestidos,massimo dutti vestidos
2023-09-01,32,Massimo Dutti,zapatos,massimo dutti zapatos
2023-09-01,63,Shein,pantalones,shein pantalones
2023-09-01,33,Shein,tops,shein tops
2023-09-01,31,Shein,vestidos,shein vestidos
2023-09-01,55,Shein,zapatos,shein zapatos
2023-09-01,63,Zara,pantalones,zara pantalones
2023-09-01,34,Zara,tops,zara tops
2023-09-01,38,Zara,vestidos,zara vestidos
2023-09-01,34,Zara,zapatos,zara zapatos
2023-10-01,39,H&M,pantalones,h&m pantalones
2023-10-01,0,H&M,tops,h&m tops
2023-10-01,18,H&M,vestidos,h&m vestidos
2023-10-01,23,H&M,zapatos,h&m zapatos
2023-10-01,66,Mango,pantalones,mango pantalones
2023-10-01,33,Mango,tops,mango tops
2023-10-01,29,Mango,vestidos,mango vestidos
2023-10-01,47,Mango,zapatos,mango zapatos
2023-10-01,35,Massimo Dutti,pantalones,massimo dutti pantalones
2023-10-01,0,Massimo Dutti,tops,massimo dutti tops
2023-10-01,21,Massimo Dutti,vestidos,massimo dutti vestidos
2023-10-01,34,Massimo Dutti,zapatos,massimo dutti zapatos
2023-10-01,66,Shein,pantalones,shein pantalones
2023-10-01,34,Shein,tops,shein tops
2023-10-01,29,Shein,vestidos,shein vestidos
2023-10-01,58,Shein,zapatos,shein zapatos
2023-10-01,73,Zara,pantalones,zara pantalones
2023-10-01,31,Zara,tops,zara tops
2023-10-01,33,Zara,vestidos,zara vestidos
2023-10-01,34,Zara,zapatos,zara zapatos
2023-11-01,47,H&M,pantalones,h&m pantalones
2023-11-01,36,H&M,tops,h&m tops
2023-11-01,23,H&M,vestidos,h&m vestidos
2023-11-01,24,H&M,zapatos,h&m zapatos
2023-11-01,97,Mango,pantalones,mango pantalones
2023-11-01,37,Mango,tops,mango tops
2023-11-01,34,Mango,vestidos,mango vestidos
2023-11-01,50,Mango,zapatos,mango zapatos
2023-11-01,49,Massimo Dutti,pantalones,massimo dutti pantalones
2023-11-01,0,Massimo Dutti,tops,massimo dutti tops
2023-11-01,20,Massimo Dutti,vestidos,massimo dutti vestidos
2023-11-01,33,Massimo Dutti,zapatos,massimo dutti zapatos
2023-11-01,71,Shein,pantalones,shein pantalones
2023-11-01,26,Shein,tops,shein tops
2023-11-01,28,Shein,vestidos,shein vestidos
2023-11-01,51,Shein,zapatos,shein zapatos
2023-11-01,87,Zara,pantalones,zara pantalones
2023-11-01,32,Zara,tops,zara tops
2023-11-01,35,Zara,vestidos,zara vestidos
2023-11-01,33,Zara,zapatos,zara zapatos
2023-12-01,39,H&M,pantalones,h&m pantalones
2023-12-01,61,H&M,tops,h&m tops
2023-12-01,28,H&M,vestidos,h&m vestidos
2023-12-01,28,H&M,zapatos,h&m zapatos
