fecha,anio,mes_num,marca,categoria_producto,valor_trends
2017-03-01,2017,3,massimo_dutti,pantalones,25
2017-03-01,2017,3,massimo_dutti,tops,0
2017-03-01,2017,3,massimo_dutti,vestidos,42
2017-03-01,2017,3,massimo_dutti,zapatos,67
2017-03-01,2017,3,shein,pantalones,0
2017-03-01,2017,3,shein,tops,0
2017-03-01,2017,3,shein,vestidos,10
2017-03-01,2017,3,shein,zapatos,9
2017-03-01,2017,3,zara,pantalones,43
2017-03-01,2017,3,zara,tops,32
2017-03-01,2017,3,zara,vestidos,57
2017-03-01,2017,3,zara,zapatos,83
2017-04-01,2017,4,hm,pantalones,44
2017-04-01,2017,4,hm,tops,0
2017-04-01,2017,4,hm,vestidos,57
2017-04-01,2017,4,hm,zapatos,72
2017-04-01,2017,4,mango,pantalones,51
2017-04-01,2017,4,mango,tops,49
2017-04-01,2017,4,mango,vestidos,57
2017-04-01,2017,4,mango,zapatos,87
2017-04-01,2017,4,massimo_dutti,pantalones,47
2017-04-01,2017,4,massimo_dutti,tops,0
2017-04-01,2017,4,massimo_dutti,vestidos,48
2017-04-01,2017,4,massimo_dutti,zapatos,74
2017-04-01,2017,4,shein,pantalones,4
2017-04-01,2017,4,shein,tops,0
2017-04-01,2017,4,shein,vestidos,6
2017-04-01,2017,4,shein,zapatos,7
2017-04-01,2017,4,zara,pantalones,57
2017-04-01,2017,4,zara,tops,39
2017-04-01,2017,4,zara,vestidos,63
2017-04-01,2017,4,zara,zapatos,90
2017-05-01,2017,5,hm,pantalones,56
2017-05-01,2017,5,hm,tops,60
2017-05-01,2017,5,hm,vestidos,69
2017-05-01,2017,5,hm,zapatos,73
2017-05-01,2017,5,mango,pantalones,59
2017-05-01,2017,5,mango,tops,60
2017-05-01,2017,5,mango,vestidos,77
2017-05-01,2017,5,mango,zapatos,95
2017-05-01,2017,5,massimo_dutti,pantalones,57
2017-05-01,2017,5,massimo_dutti,tops,46
2017-05-01,2017,5,massimo_dutti,vestidos,63
2017-05-01,2017,5,massimo_dutti,zapatos,88
2017-05-01,2017,5,shein,pantalones,5
2017-05-01,2017,5,shein,tops,11
2017-05-01,2017,5,shein,vestidos,5
2017-05-01,2017,5,shein,zapatos,6
2017-05-01,2017,5,zara,pantalones,60
2017-05-01,2017,5,zara,tops,46
2017-05-01,2017,5,zara,vestidos,75
2017-05-01,2017,5,zara,zapatos,95
